iter	Logloss
0	0.2598694231
1	0.1750360911
2	0.149662822
3	0.1271859942
4	0.1193935724
5	0.1111047534
6	0.1042729471
7	0.09852660943
8	0.09375146129
9	0.08910999773
10	0.08538676046
11	0.07915074426
12	0.07420119257
13	0.06803794146
14	0.06368398239
15	0.06159828668
16	0.05879320519
17	0.05697620785
18	0.05599440669
19	0.0541530899
20	0.05280571751
21	0.05153714287
22	0.04876943724
23	0.04661221921
24	0.04532464435
25	0.04389125126
26	0.04228723559
27	0.04124066465
28	0.04051393476
29	0.04005446472
30	0.03908721297
31	0.0385794585
32	0.03765374682
33	0.03710087471
34	0.0365604096
35	0.03579214283
36	0.03424236793
37	0.03343673527
38	0.03315806556
39	0.03288937031
40	0.03196968363
41	0.03148024895
42	0.03109584464
43	0.03083168107
44	0.03061599139
45	0.03024500384
46	0.02989010308
47	0.02954184783
48	0.02929076751
49	0.02892193427
50	0.02837516521
51	0.02826632131
52	0.02799747904
53	0.02775733613
54	0.02754752099
55	0.02732070452
56	0.02707445194
57	0.02688481583
58	0.02670115911
59	0.02652567594
60	0.02628958728
61	0.02601105903
62	0.02589810726
63	0.02550137024
64	0.02541072376
65	0.02520955591
66	0.02507438721
67	0.0249746293
68	0.02486612675
69	0.0244729354
70	0.02437230613
71	0.02426087916
72	0.02411802325
73	0.02399845117
74	0.02384637771
75	0.02380676818
76	0.02370787039
77	0.02348641829
78	0.02339283515
79	0.02327665347
80	0.02309897917
81	0.02309902571
82	0.02302142633
83	0.0230205564
84	0.02290250339
85	0.02276348827
86	0.02264378149
87	0.02264319174
88	0.02264313313
89	0.02264297222
90	0.02264290455
91	0.0226426103
92	0.02264230423
93	0.02264228018
94	0.02264219687
95	0.02264203111
96	0.02264147614
97	0.02264093654
98	0.02264045922
99	0.02264033622
100	0.02263978842
101	0.02263978842
102	0.02263978842
103	0.02263978842
104	0.02263978842
105	0.02263978842
106	0.02263978842
107	0.02263978842
108	0.02263978842
109	0.02263978842
110	0.02263978842
111	0.02263978842
112	0.02263978842
113	0.02263978842
114	0.02263978842
115	0.02263951859
116	0.02263952194
117	0.02263934895
118	0.02263889584
119	0.02263886462
120	0.02263844877
121	0.02263844898
122	0.02263826387
123	0.02263813359
124	0.02263813359
125	0.02263791235
126	0.02263783281
127	0.02263756304
128	0.02263736412
129	0.02263717048
130	0.02263676374
131	0.02263640025
132	0.0226363741
133	0.02263626879
134	0.02263580931
135	0.02263546189
136	0.02263507246
137	0.02263431582
138	0.02256336878
139	0.02243064467
140	0.02233548769
141	0.02233537516
142	0.02218825372
143	0.02210904258
144	0.02201912918
145	0.02189399375
146	0.02178500494
147	0.02165323944
148	0.02165312022
149	0.02154409759
150	0.02154390794
151	0.02154386313
152	0.02154366637
153	0.02154345256
154	0.02154266918
155	0.02154258635
156	0.02154190941
157	0.02154135293
158	0.02154078194
159	0.02154031454
160	0.02154022309
161	0.02153970764
162	0.02153953132
163	0.02153945378
164	0.0215394521
165	0.02153921932
166	0.02153860714
167	0.0215385413
168	0.02153840525
169	0.0215382258
170	0.0215382362
171	0.0215381001
172	0.02153813262
173	0.02153803265
174	0.02153792566
175	0.02153780153
176	0.02153726344
177	0.02153717539
178	0.02153695991
179	0.02153693926
180	0.02153645983
181	0.02153618213
182	0.02153592352
183	0.02153575275
184	0.02153568718
185	0.02153552492
186	0.02153500241
187	0.0215347953
188	0.02153467133
189	0.02153446783
190	0.02153445931
191	0.02153397621
192	0.02153354338
193	0.02153307878
194	0.02153307878
195	0.02153307878
196	0.02153036551
197	0.02153014469
198	0.0215300603
199	0.02152981533
200	0.02152978945
201	0.02152975327
202	0.02152930312
203	0.02152910652
204	0.02152901334
205	0.02147333973
206	0.02147330694
207	0.02147297187
208	0.02147279085
209	0.02147268559
210	0.02147197425
211	0.02145870523
212	0.0214586223
213	0.02145852573
214	0.02145853608
215	0.02145809041
216	0.02145807321
217	0.02145798359
218	0.0214148635
219	0.02141467887
220	0.02141449079
221	0.0213306623
222	0.02127473123
223	0.02111519285
224	0.02111486096
225	0.02108751608
226	0.02091175319
227	0.02091152024
228	0.02091135605
229	0.02091130924
230	0.02091089986
231	0.02091084093
232	0.02091077697
233	0.02091072332
234	0.02091034651
235	0.02090948833
236	0.02090939666
237	0.02090925134
238	0.02090894382
239	0.02090882821
240	0.0208490391
241	0.02068113718
242	0.02068108197
243	0.02068085587
244	0.02068076959
245	0.02066280589
246	0.02066273671
247	0.02066262654
248	0.02066258346
249	0.02066229535
250	0.02066230231
251	0.02066230231
252	0.02066191875
253	0.02066186192
254	0.02066187675
255	0.02066167217
256	0.02066150452
257	0.02066140644
258	0.02066119425
259	0.02066114939
260	0.02066077479
261	0.02066053844
262	0.02066038493
263	0.02066026047
264	0.02066026047
265	0.02066002516
266	0.02065951683
267	0.02065951882
268	0.02065923546
269	0.02065901799
270	0.02065896773
271	0.02065848831
272	0.02065835199
273	0.02065804172
274	0.02065759988
275	0.02065754989
276	0.02065748756
277	0.02065724922
278	0.02065719401
279	0.02065705575
280	0.02065691943
281	0.0206566393
282	0.02065624686
283	0.02065594602
284	0.02065574543
285	0.02065556085
286	0.02065543133
287	0.02065530197
288	0.02065488413
289	0.020654527
290	0.02065444946
291	0.02065423366
292	0.02065401252
293	0.02065399521
294	0.0206536569
295	0.02065343938
296	0.02065310134
297	0.02065290053
298	0.02065272954
299	0.02065246883
300	0.02054472703
301	0.02054469942
302	0.02054445758
303	0.02054379455
304	0.02054368061
305	0.02054352175
306	0.02054339396
307	0.02054318161
308	0.02054308326
309	0.02054309701
310	0.02054298997
311	0.02054275169
312	0.02054244438
313	0.02054226131
314	0.02054206105
315	0.02054178642
316	0.02054165528
317	0.02054140486
318	0.02054135288
319	0.02054133924
320	0.02054125134
321	0.02054114932
322	0.02054029594
